# z, Tu, Tv, Tw
5.312500000000000000e+02 -1.789334861795547748e-04 -7.350794839650928822e-05 3.413479567293541838e-05
5.416666669999999613e+02 -7.196059638658879965e-07 -6.919028360898317443e-05 -6.138064189915181821e-05
5.520833330000000387e+02 1.815934718137807743e-04 -8.108985617170895097e-05 -1.552068813361998935e-04
5.625000000000000000e+02 3.766614591923990343e-04 -1.029712040789752906e-04 -2.495300413053671445e-04
5.729166669999999613e+02 5.768547694432552215e-04 -1.283678033660369967e-04 -3.401465539048942745e-04
5.833333330000000387e+02 7.890564248690326446e-04 -1.578171976602425947e-04 -4.324946740086464312e-04
5.937500000000000000e+02 9.978100393053385142e-04 -1.974200405060047364e-04 -5.196658693413701508e-04
6.041666669999999613e+02 1.206976152666799137e-03 -2.499346294705636143e-04 -6.072982700244748244e-04
6.145833330000000387e+02 1.422422284712404703e-03 -2.889647624546872297e-04 -6.883475553353943840e-04
6.250000000000000000e+02 1.651802371614729181e-03 -3.496904990629445559e-04 -7.733642132428200124e-04
6.354166669999999613e+02 1.861459048280317448e-03 -4.224765572360114282e-04 -8.510734108684663533e-04
6.458333330000000387e+02 2.099640921001398250e-03 -5.371205628439825559e-04 -9.271154698573869958e-04
6.562500000000000000e+02 2.327040050232274775e-03 -6.908317411415273133e-04 -1.000119864136689339e-03
6.666666669999999613e+02 2.578486698357538524e-03 -8.699932521489767232e-04 -1.069211858715424105e-03
6.770833330000000387e+02 2.787807327632063192e-03 -1.098937305688549694e-03 -1.130857085019260381e-03
6.875000000000000000e+02 2.996323137875833535e-03 -1.368462507243566788e-03 -1.189735274707846673e-03
6.979166669999999613e+02 3.238789399443046946e-03 -1.758612646716102221e-03 -1.237514632742149796e-03
7.083333330000000387e+02 3.473237127539397992e-03 -2.309068150185906304e-03 -1.277422598209839799e-03
7.187500000000000000e+02 3.737816555360527239e-03 -3.087657791145675176e-03 -1.311279992841089554e-03
7.291666669999999613e+02 3.940936692704989641e-03 -4.175074524857104799e-03 -1.331235507445877693e-03
7.395833330000000387e+02 4.011681610820308844e-03 -5.658269960228755509e-03 -1.324893320637920676e-03
7.500000000000000000e+02 3.877269116500296417e-03 -7.622879700286687953e-03 -1.303488100604061973e-03
7.604166669999999613e+02 3.430385112998048189e-03 -1.015523847932357955e-02 -1.272282224547506687e-03
7.708333330000000387e+02 2.507488028554468677e-03 -1.323971805944317362e-02 -1.212876121874489335e-03
7.812500000000000000e+02 8.194415325603030030e-04 -1.688345649440326987e-02 -1.140312925384341950e-03
7.916666669999999613e+02 -1.863910660705540932e-03 -2.023039822680020375e-02 -1.028041659764023516e-03
8.020833330000000387e+02 -5.279030951214735978e-03 -2.269031535863709481e-02 -9.127678819127745631e-04
8.125000000000000000e+02 -9.065148611994339189e-03 -2.381422427308288459e-02 -8.033763758841639237e-04
8.229166669999999613e+02 -1.232100195828555490e-02 -2.318956431390249706e-02 -6.992266474362038818e-04
8.333333330000000387e+02 -1.452186698269984991e-02 -2.086911146830079666e-02 -6.045794369578087486e-04
8.437500000000000000e+02 -1.527126171374489083e-02 -1.743711940482010891e-02 -5.250315608288679600e-04
8.541666669999999613e+02 -1.443239999369795752e-02 -1.344004380791335475e-02 -4.575974462027237663e-04
8.645833330000000387e+02 -1.248093420182170947e-02 -9.495410494862568593e-03 -3.989184815838981986e-04
8.750000000000000000e+02 -9.668882652513149586e-03 -5.944192435696087767e-03 -3.492180752377622445e-04
8.854166669999999613e+02 -6.637644007996799239e-03 -2.994993125212713943e-03 -3.082221455739113554e-04
8.958333330000000387e+02 -4.033931033603247937e-03 -6.581891515973863332e-04 -2.681840773478449589e-04
9.062500000000000000e+02 -2.221207654624272106e-03 1.157130510360996224e-03 -2.324977688126699871e-04
9.166666669999999613e+02 -1.166906069586717571e-03 2.343522755663639094e-03 -1.967254503445742383e-04
9.270833330000000387e+02 -6.217746087476585777e-04 2.923989700190210601e-03 -1.653525867729995315e-04
9.375000000000000000e+02 -3.961275082178872318e-04 3.047188835485790080e-03 -1.344045077154075809e-04
9.479166669999999613e+02 -3.207098904280137881e-04 2.897166314921406291e-03 -1.087696962938201022e-04
9.583333330000000387e+02 -2.794203531133613639e-04 2.628461523381675578e-03 -8.594022693660604314e-05
9.687500000000000000e+02 -2.380561185807058275e-04 2.314643299831299888e-03 -6.889499320731215179e-05
9.791666669999999613e+02 -1.846996273040859833e-04 2.007615566625612670e-03 -5.367797214039960070e-05
9.895833330000000387e+02 -1.231137360586684684e-04 1.733222552024378657e-03 -4.301528546199896285e-05
1.000000000000000000e+03 -6.545208653755531594e-05 1.481349816978314287e-03 -3.219192892376945240e-05
1.010416666999999961e+03 -1.927300326362531830e-05 1.248860067995219121e-03 -2.496352073248921422e-05
1.020833333000000039e+03 2.497127097351873796e-05 1.027198230567334105e-03 -1.695197219751984309e-05
1.031250000000000000e+03 7.286714850184555098e-05 8.149836732280676130e-04 -1.270556828778678583e-05
1.041666666999999961e+03 1.274158604752212941e-04 6.078558391951351765e-04 -7.294320806725381299e-06
1.052083333000000039e+03 1.826584451602128760e-04 4.089257156173447660e-04 -5.629229448783736212e-06
1.062500000000000000e+03 2.440941638022940869e-04 2.201041106122160202e-04 -2.539869819087252781e-06
1.072916666999999961e+03 3.070975446636718480e-04 4.714777853383200767e-05 -2.474154294600886836e-06
1.083333333000000039e+03 3.669939069538941221e-04 -1.106722710205558649e-04 7.420187461495859660e-08
1.093750000000000000e+03 4.116889672546146257e-04 -2.578395598293129485e-04 3.569711602068152954e-07
1.104166666999999961e+03 4.354227517287275308e-04 -4.006005656877113341e-04 3.394881626135172421e-06
1.114583333000000039e+03 4.377042372162678646e-04 -5.403742561436700089e-04 3.894456453719541834e-06
1.125000000000000000e+03 4.230895332056800492e-04 -6.741431193948274527e-04 6.934040131589396875e-06
1.135416666999999961e+03 3.947053543694462453e-04 -8.018325679198754505e-04 6.768652232880011785e-06
1.145833333000000039e+03 3.613578967603656481e-04 -9.280072082354513504e-04 8.359261765818794412e-06
1.156250000000000000e+03 3.309031608852011164e-04 -1.052462446671490262e-03 5.893126406748945502e-06
1.166666666999999961e+03 3.089366580351161949e-04 -1.172035155102443783e-03 4.812064509460862960e-06
1.177083333000000039e+03 2.948863049612921762e-04 -1.282313114301230792e-03 -4.467892911309333089e-07
1.187500000000000000e+03 2.819402306632746687e-04 -1.378515185074402714e-03 -3.574838701593240860e-06
1.197916666999999961e+03 2.637444589355355715e-04 -1.455360401492845641e-03 -1.022236666703833677e-05
1.208333333000000039e+03 2.421101796732551129e-04 -1.513302196828321660e-03 -1.306554774414054232e-05
1.218750000000000000e+03 2.231053376220870524e-04 -1.553336646592274727e-03 -1.889429902915959060e-05
1.229166666999999961e+03 2.123671794522073882e-04 -1.580599968062310024e-03 -2.002352588366348407e-05
1.239583333000000039e+03 1.998932694598288856e-04 -1.593795163782395045e-03 -2.419712657251251698e-05
1.250000000000000000e+03 1.904185398509778370e-04 -1.592499509635569898e-03 -2.366152167978385692e-05
1.260416666999999961e+03 1.862253865728133787e-04 -1.576133280935895168e-03 -2.702815866197494563e-05
1.270833333000000039e+03 1.882416685568462930e-04 -1.546263340124953787e-03 -2.608910146231278832e-05
1.281250000000000000e+03 2.049468497343632893e-04 -1.508876039623907594e-03 -2.962937176753146679e-05
1.291666666999999961e+03 2.413514469748494944e-04 -1.472929653089029463e-03 -2.869487087135207963e-05
1.302083333000000039e+03 2.976320291794346787e-04 -1.443326406037899901e-03 -3.209466024469548578e-05
1.312500000000000000e+03 3.690170934214304435e-04 -1.424590299425617214e-03 -3.058644614127285251e-05
1.322916666999999961e+03 4.417658775490925253e-04 -1.412292749504734206e-03 -3.328479673703600114e-05
1.333333333000000039e+03 5.027281138692451168e-04 -1.396093805918354998e-03 -3.114884181011444143e-05
1.343750000000000000e+03 5.411145372196794236e-04 -1.363572189595279975e-03 -3.350370560926464215e-05
1.354166666999999961e+03 5.542873314801491976e-04 -1.315603853914984554e-03 -3.100963080571918370e-05
1.364583333000000039e+03 5.370606379985234892e-04 -1.248316597979402288e-03 -3.327019783273402534e-05
1.375000000000000000e+03 4.922095656852181400e-04 -1.165831933820519377e-03 -3.132092087741198208e-05
1.385416666999999961e+03 4.170084193040047823e-04 -1.072409295028648726e-03 -3.493830302447101097e-05
1.395833333000000039e+03 3.116138567627204747e-04 -9.657340420089881869e-04 -3.502093801591401370e-05
1.406250000000000000e+03 1.849179086450350191e-04 -8.477235410196920333e-04 -4.058911218780407074e-05
1.416666666999999961e+03 4.650410759410306127e-05 -7.303175697778553979e-04 -4.198391426760169053e-05
1.427083333000000039e+03 -9.631160438307991240e-05 -6.133250778852549542e-04 -4.817336697740468292e-05
1.437500000000000000e+03 -2.312813898427634686e-04 -5.005508901995479702e-04 -4.979760581031570147e-05
1.447916666999999961e+03 -3.490261151670400234e-04 -3.875209150273511201e-04 -5.555568612233833983e-05
1.458333333000000039e+03 -4.400724408106763291e-04 -2.749742690205218831e-04 -5.643195791943623953e-05
1.468750000000000000e+03 -4.922999777074070840e-04 -1.649608205097692789e-04 -6.096781162021413196e-05
1.479166666999999961e+03 -5.004900468651385338e-04 -6.609398999315434112e-05 -6.058147406872045198e-05
1.489583333000000039e+03 -4.705446537053603368e-04 1.496485680224578468e-05 -6.317085480072069182e-05
1.500000000000000000e+03 -4.012182345466107640e-04 6.828321803044964825e-05 -6.092309938709366060e-05
1.510416666999999961e+03 -3.072517999472287138e-04 1.055216579551860429e-04 -6.133413280882259340e-05
1.520833333000000039e+03 -2.059896550991248312e-04 1.346673122955974395e-04 -5.773946336040468281e-05
1.531250000000000000e+03 -1.166566842517921787e-04 1.656556752911104774e-04 -5.713661025758353084e-05
1.541666666999999961e+03 -4.357363705278455919e-05 2.048908896785701797e-04 -5.292909366890360777e-05
1.552083333000000039e+03 4.039620275540932395e-06 2.622026050938612010e-04 -5.145898323525874914e-05
1.562500000000000000e+03 3.238831440553566622e-05 3.282210633456969745e-04 -4.666442139994061674e-05
1.572916666999999961e+03 5.126693106256476068e-05 4.051027115729992660e-04 -4.489197506009883897e-05
1.583333333000000039e+03 6.917822227655455100e-05 4.870212891513477473e-04 -4.089002006804389600e-05
1.593750000000000000e+03 8.275982297498609005e-05 5.794062801068851441e-04 -4.045962154857293851e-05
1.604166666999999961e+03 9.736515683259641630e-05 6.691071047786141188e-04 -3.872434215083408370e-05
1.614583333000000039e+03 1.056695376006347117e-04 7.581634506540129792e-04 -4.035951294324477520e-05
1.625000000000000000e+03 1.102017136748322142e-04 8.354322267903109165e-04 -4.099979933151064084e-05
1.635416666999999961e+03 1.125359996696791680e-04 9.116460980692394755e-04 -4.424981397978166513e-05
1.645833333000000039e+03 1.142982640399105098e-04 9.881723877131238110e-04 -4.607319623969920457e-05
1.656250000000000000e+03 1.032545925467489835e-04 1.067052269733585919e-03 -4.877689034314148657e-05
1.666666666999999961e+03 7.996885625914273608e-05 1.139268233795561391e-03 -5.033722888925602150e-05
1.677083333000000039e+03 3.645650071468429897e-05 1.211569398662390223e-03 -5.186962820383602454e-05
1.687500000000000000e+03 -2.751510350340898552e-05 1.280026607320231729e-03 -5.359186554066787454e-05
1.697916666999999961e+03 -1.039147178540310415e-04 1.356311347812713328e-03 -5.416099733415326826e-05
1.708333333000000039e+03 -1.844842966212922842e-04 1.439686248897005354e-03 -5.646589045487835322e-05
1.718750000000000000e+03 -2.732756109809820772e-04 1.538536327482777728e-03 -5.588585153990502017e-05
1.729166666999999961e+03 -3.635425727696251961e-04 1.648991692090262095e-03 -5.873185071599629551e-05
1.739583333000000039e+03 -4.625849836674926084e-04 1.769100765803989896e-03 -5.717350951751723768e-05
1.750000000000000000e+03 -5.644973241804665011e-04 1.891777264221050723e-03 -6.024416878265814588e-05
1.760416666999999961e+03 -6.600468978408950173e-04 2.011750695057536783e-03 -5.701893178805237143e-05
1.770833333000000039e+03 -7.539075175202469836e-04 2.125766817978573184e-03 -5.846727382929217546e-05
1.781250000000000000e+03 -8.474301140446351003e-04 2.234873516799476545e-03 -5.282708815041846378e-05
1.791666666999999961e+03 -9.313475762999701060e-04 2.337544677144787284e-03 -5.325916193887533372e-05
1.802083333000000039e+03 -1.011202609133666358e-03 2.428633308423108587e-03 -4.788040602972221631e-05
1.812500000000000000e+03 -1.096505972866737046e-03 2.507110672946688719e-03 -5.009217535797626887e-05
1.822916666999999961e+03 -1.184094006775985274e-03 2.556066295951612676e-03 -4.643790228643103192e-05
1.833333333000000039e+03 -1.279178498528810637e-03 2.566744729956061451e-03 -4.963302882711005529e-05
1.843750000000000000e+03 -1.363591038500891863e-03 2.508449687574001476e-03 -4.546550694023454055e-05
1.854166666999999961e+03 -1.420089779633586669e-03 2.358880013435736295e-03 -4.682089843396655503e-05
1.864583333000000039e+03 -1.415002424701709838e-03 2.112330865347793792e-03 -4.052405711377549450e-05
1.875000000000000000e+03 -1.336477026526792025e-03 1.781618705145459388e-03 -3.805868965396975615e-05
1.885416666999999961e+03 -1.186216493292041249e-03 1.388541249979286050e-03 -2.833146171375177229e-05
1.895833333000000039e+03 -9.595021198356334848e-04 9.904233981398197651e-04 -2.100164303326505053e-05
1.906250000000000000e+03 -6.541048926393639796e-04 6.325218229155538802e-04 -1.582276677804746426e-05
1.916666666999999961e+03 -3.657421416467185609e-04 3.391767384431321696e-04 -1.493953593286762281e-05
1.927083333000000039e+03 -1.642796820595688483e-04 1.517270143902119421e-04 -1.178129009674179571e-05
1.937500000000000000e+03 -5.821931493099125792e-05 6.436155033321694786e-05 7.338252124266700266e-07
1.947916666999999961e+03 -1.430419705501309364e-05 2.788765997593982711e-05 1.737408656891066693e-05
1.958333333000000039e+03 2.135065530934651946e-06 1.272871946350127301e-05 3.550640126901400366e-05
1.968750000000000000e+03 6.766156751199206095e-06 3.576639425531130695e-06 5.556036793557913618e-05
1.979166666999999961e+03 1.059406990337821346e-05 -4.571961265135257617e-06 7.586081778068402674e-05
1.989583333000000039e+03 1.911887342152517066e-05 -1.571774084523377784e-05 8.708435764380126082e-05
2.000000000000000000e+03 2.711340531943859855e-05 -1.783309472657869642e-05 5.813068873851531728e-05
